,tb_latitude,tb_longitude,collision_severity,type_of_collision,mviw,ped_action,DRIVE_DANGER_SCORE,WALK_DANGER_SCORE,AVERAGE_SCORE
5331,37.7646456882,-122.426381708,Injury (Complaint of Pain),Broadside,Bicycle,No Pedestrian Involved,1,0,0.5
5332,37.7490282142,-122.43163958,Injury (Other Visible),Broadside,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
5333,37.7774574201,-122.413157691,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,0,3,1.5
5334,37.7833108899,-122.417528773,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,0,3,1.5
5335,37.749600641,-122.40882528,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5336,37.7459515426,-122.494705713,Injury (Complaint of Pain),Not Stated,Bicycle,No Pedestrian Involved,1,0,0.5
5337,37.7846742727,-122.501806806,Injury (Complaint of Pain),Overturned,Fixed Object,No Pedestrian Involved,1,0,0.5
5338,37.7703428968,-122.436848942,Injury (Severe),Vehicle/Pedestrian,Pedestrian,"In Road, Including Shoulder",1,8,4.5
5339,37.7429684874,-122.388431917,Injury (Severe),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,1,8,4.5
5340,37.7774938437,-122.416291701,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,1,6,3.5
5341,37.7675044591,-122.428948567,Injury (Severe),Hit Object,Fixed Object,No Pedestrian Involved,4,0,2.0
5342,37.748,-122.403,Injury (Complaint of Pain),Sideswipe,Fixed Object,No Pedestrian Involved,1,0,0.5
5343,37.7619358788,-122.407187488,Injury (Complaint of Pain),Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,1,0,0.5
5344,37.7715916065,-122.505611147,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5345,37.7482586482,-122.415867241,Injury (Other Visible),Head-On,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
5346,37.7290609801,-122.382239151,Injury (Severe),Head-On,Parked Motor Vehicle,No Pedestrian Involved,4,0,2.0
5347,37.7916322588,-122.41241984,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5348,37.7164595462,-122.441019562,Injury (Other Visible),Broadside,Not Stated,No Pedestrian Involved,0,0,0.0
5349,37.775428352,-122.410610729,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5350,37.7670192929,-122.424268322,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,1,6,3.5
5351,37.7334099296,-122.413560508,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5352,37.7881273306,-122.44744938,Injury (Complaint of Pain),Sideswipe,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5353,37.7802866945,-122.433784546,Injury (Complaint of Pain),Head-On,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5354,37.7773361485,-122.502806623,Injury (Other Visible),Broadside,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
5355,37.7463279804,-122.455466733,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5356,37.7528356118,-122.387756281,Injury (Other Visible),Broadside,Bicycle,No Pedestrian Involved,2,0,1.0
5357,37.7421405907,-122.425813589,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5358,37.7884896431,-122.421948585,Injury (Complaint of Pain),Sideswipe,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5359,37.7271123046,-122.420867378,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5360,37.7488959715,-122.433851103,Injury (Complaint of Pain),Broadside,Bicycle,No Pedestrian Involved,1,0,0.5
5361,37.8060771992,-122.439999323,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5362,37.7838334804,-122.486088706,Injury (Other Visible),Overturned,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
5363,37.761835855,-122.419359268,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,1,6,3.5
5364,37.7379658671,-122.406910504,Injury (Complaint of Pain),Sideswipe,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5365,37.7379658671,-122.406910504,Injury (Complaint of Pain),Sideswipe,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5366,37.7575756069,-122.436579757,Injury (Other Visible),Rear End,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
5367,37.7131731748,-122.458868956,Injury (Severe),Vehicle/Pedestrian,Pedestrian,Approaching/Leaving School Bus,1,8,4.5
5368,37.785582475,-122.414617208,Injury (Complaint of Pain),Other,Bicycle,No Pedestrian Involved,1,0,0.5
5369,37.7772606278,-122.458586632,Fatal,Hit Object,Fixed Object,No Pedestrian Involved,5,0,2.5
5370,37.7654236644,-122.447692368,Injury (Complaint of Pain),Head-On,Bicycle,No Pedestrian Involved,1,0,0.5
5371,37.7165936063,-122.431153836,Injury (Complaint of Pain),Not Stated,Pedestrian,Crossing in Crosswalk at Intersection,0,3,1.5
5372,37.73547861,-122.380610553,Injury (Complaint of Pain),Head-On,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5373,37.7310657536,-122.474856604,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5374,37.7779192956,-122.429849201,Injury (Complaint of Pain),Broadside,Bicycle,No Pedestrian Involved,1,0,0.5
5375,37.766234423,-122.407586614,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5376,37.7739353721,-122.446091727,Fatal,Broadside,Other Motor Vehicle,No Pedestrian Involved,10,0,5.0
5377,37.7469411386,-122.410619097,Injury (Complaint of Pain),Sideswipe,Bicycle,No Pedestrian Involved,1,0,0.5
5378,37.7709117222,-122.437020516,Injury (Other Visible),Broadside,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
5379,37.7845309191,-122.438019672,Injury (Other Visible),Broadside,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
5380,37.7873391636,-122.423403593,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,1,6,3.5
5381,37.7257905601,-122.389800707,Injury (Complaint of Pain),Head-On,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5382,37.7849538797,-122.427988927,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5383,37.7770680805,-122.436507233,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,1,6,3.5
5384,37.7468694995,-122.442447248,Injury (Other Visible),Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,3,0,1.5
5385,37.7772539182,-122.45858063,Injury (Complaint of Pain),Broadside,Bicycle,No Pedestrian Involved,1,0,0.5
5386,37.7513669032,-122.406186564,Injury (Other Visible),Broadside,Bicycle,No Pedestrian Involved,2,0,1.0
5387,37.7719102511,-122.481848652,Injury (Other Visible),Hit Object,Fixed Object,No Pedestrian Involved,3,0,1.5
5388,37.7819607664,-122.42063825,Injury (Other Visible),Broadside,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
5389,37.7452960354,-122.440088049,Injury (Complaint of Pain),Head-On,Pedestrian,Crossing in Crosswalk at Intersection,0,3,1.5
5390,37.7301646146,-122.398970458,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,1,6,3.5
5391,37.7723096855,-122.466589293,Injury (Complaint of Pain),Sideswipe,Bicycle,No Pedestrian Involved,1,0,0.5
5392,37.80037761,-122.447129947,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,0,3,1.5
5393,37.7691783695,-122.433572208,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,1,6,3.5
5394,37.765641191,-122.472922729,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,1,6,3.5
5395,37.7843550569,-122.432914248,Injury (Complaint of Pain),Hit Object,Fixed Object,No Pedestrian Involved,1,0,0.5
5396,37.7528694557,-122.507545783,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5397,37.7482546933,-122.411106763,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5398,37.7561669834,-122.406635799,Injury (Severe),Broadside,Other Motor Vehicle,No Pedestrian Involved,8,0,4.0
5399,37.7652950986,-122.441931913,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5400,37.7758015923,-122.44647083,Injury (Other Visible),Other,Bicycle,No Pedestrian Involved,2,0,1.0
5401,37.7942298209,-122.39326373,Injury (Other Visible),Broadside,Bicycle,No Pedestrian Involved,2,0,1.0
5402,37.7644061414,-122.500830596,Injury (Severe),Broadside,Other Motor Vehicle,No Pedestrian Involved,8,0,4.0
5403,37.7540218268,-122.437622003,Injury (Other Visible),Head-On,Bicycle,No Pedestrian Involved,2,0,1.0
5404,37.7619509634,-122.419370354,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5405,37.7975384656,-122.425463112,Injury (Complaint of Pain),Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,1,0,0.5
5406,37.7617664446,-122.388684016,Injury (Other Visible),Broadside,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
5407,37.7425851631,-122.42310689,Injury (Other Visible),Rear End,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
5408,37.7812439228,-122.417104361,Injury (Complaint of Pain),Sideswipe,Bicycle,No Pedestrian Involved,1,0,0.5
5409,37.7776754157,-122.397354824,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5410,37.7835289167,-122.407482813,Injury (Other Visible),Head-On,Fixed Object,No Pedestrian Involved,3,0,1.5
5411,37.7833084874,-122.439480382,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5412,37.7825850335,-122.415693872,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,1,6,3.5
5413,37.7801930301,-122.427016757,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,1,6,3.5
5414,37.7871124571,-122.440249957,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5415,37.763559499,-122.477174111,Injury (Other Visible),Broadside,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
5416,37.7815557648,-122.454087655,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5417,37.785679085,-122.411261651,Injury (Complaint of Pain),Sideswipe,Parked Motor Vehicle,"In Road, Including Shoulder",1,1,1.0
5418,37.7786093919,-122.474797182,Injury (Complaint of Pain),Sideswipe,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5419,37.7482121506,-122.415862793,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5420,37.7966828955,-122.39540527,Injury (Other Visible),Vehicle/Pedestrian,Bicycle,No Pedestrian Involved,2,0,1.0
5421,37.7763688701,-122.419506294,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5422,37.7731985915,-122.436910228,Injury (Complaint of Pain),Other,Bicycle,No Pedestrian Involved,1,0,0.5
5423,37.761781044,-122.41935402,Injury (Other Visible),Hit Object,Fixed Object,"In Road, Including Shoulder",3,3,3.0
5424,37.7802601327,-122.418598509,Injury (Complaint of Pain),Sideswipe,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5425,37.7755581629,-122.418658583,Injury (Severe),Vehicle/Pedestrian,Pedestrian,"In Road, Including Shoulder",1,8,4.5
5426,37.7810093458,-122.435616264,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,0,3,1.5
5427,37.7798592429,-122.40731077,Injury (Complaint of Pain),Rear End,Parked Motor Vehicle,No Pedestrian Involved,1,0,0.5
5428,37.772816627,-122.47879208,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,1,6,3.5
5429,37.7468965803,-122.42696826,Injury (Other Visible),Broadside,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
5430,37.7536909288,-122.488944039,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Not in Road,0,3,1.5
5431,37.7894120612,-122.422135207,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5432,37.7928512228,-122.40276677,Injury (Severe),Broadside,Bicycle,No Pedestrian Involved,2,0,1.0
5433,37.7771853061,-122.465068461,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,"In Road, Including Shoulder",1,6,3.5
5434,37.7285577552,-122.372855755,Injury (Other Visible),Head-On,Parked Motor Vehicle,No Pedestrian Involved,3,0,1.5
5435,37.7126963712,-122.444835706,Injury (Complaint of Pain),Hit Object,Fixed Object,No Pedestrian Involved,1,0,0.5
5436,37.7844214685,-122.473119809,Injury (Other Visible),Broadside,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
5437,37.7982645792,-122.418859875,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,1,6,3.5
5438,37.7744888637,-122.434195272,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5439,37.7295427114,-122.386418476,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5440,37.7867297452,-122.413161445,Injury (Complaint of Pain),Not Stated,Not Stated,No Pedestrian Involved,0,0,0.0
5441,37.766627889,-122.44103927,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5442,37.7851493089,-122.394099271,Injury (Severe),Broadside,Other Motor Vehicle,No Pedestrian Involved,8,0,4.0
5443,37.7644193236,-122.430124832,Injury (Complaint of Pain),Hit Object,Fixed Object,No Pedestrian Involved,1,0,0.5
5444,37.7706835932,-122.424625208,Injury (Other Visible),Sideswipe,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
5445,37.7916227645,-122.404206052,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5446,37.7409842686,-122.401595122,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5447,37.7515447673,-122.495098259,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5448,37.7469453728,-122.444847226,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5449,37.7869309765,-122.411584194,Injury (Complaint of Pain),Sideswipe,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5450,37.7299804164,-122.388855116,Injury (Complaint of Pain),Broadside,Parked Motor Vehicle,No Pedestrian Involved,1,0,0.5
5451,37.7299804164,-122.388855116,Injury (Complaint of Pain),Broadside,Parked Motor Vehicle,No Pedestrian Involved,1,0,0.5
5452,37.7143110657,-122.408277435,Injury (Complaint of Pain),Sideswipe,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5453,37.7818745,-122.488085018,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Not Stated,1,6,3.5
5454,37.7347329147,-122.410829501,Injury (Complaint of Pain),Head-On,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5455,37.7806558278,-122.472312256,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5456,37.755326919,-122.38904633,Injury (Other Visible),Sideswipe,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
5457,37.7451491333,-122.413376322,Injury (Complaint of Pain),Sideswipe,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5458,37.7114766663,-122.455592237,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5459,37.7166304791,-122.45608692,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5460,37.785034258,-122.403465028,Injury (Other Visible),Broadside,Bicycle,No Pedestrian Involved,2,0,1.0
5461,37.77281216,-122.412824226,Injury (Severe),Vehicle/Pedestrian,Pedestrian,"In Road, Including Shoulder",1,8,4.5
5462,37.7714283955386,-122.453979522009,Injury (Other Visible),Broadside,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
5463,37.7237164624,-122.437439122,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5464,37.7640979974,-122.392485618,Injury (Complaint of Pain),Broadside,Bicycle,No Pedestrian Involved,1,0,0.5
5465,37.7348908332,-122.440194244,Injury (Other Visible),Other,Not Stated,No Pedestrian Involved,0,0,0.0
5466,37.7910166485,-122.399148598,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5467,37.7747587103,-122.42464878,Injury (Severe),Rear End,Other Motor Vehicle,No Pedestrian Involved,8,0,4.0
5468,37.7272332281,-122.385682203,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5469,37.7272377661,-122.466681386,Injury (Complaint of Pain),Sideswipe,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5470,37.7727017471,-122.425505481,Injury (Complaint of Pain),Broadside,Bicycle,No Pedestrian Involved,1,0,0.5
5471,37.7787280208,-122.472173619,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,0,3,1.5
5472,37.7637004216,-122.477123024,Injury (Complaint of Pain),Other,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5473,37.7824028718,-122.417133562,Injury (Complaint of Pain),Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,1,0,0.5
5474,37.7788264789,-122.414530558,Injury (Complaint of Pain),Hit Object,Fixed Object,No Pedestrian Involved,1,0,0.5
5475,37.785868555,-122.419733453,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,1,6,3.5
5476,37.7800746967,-122.420247184,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,0,3,1.5
5477,37.7603238779,-122.412643068,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5478,37.8002062488,-122.426001248,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5479,37.7878721686,-122.411699232,Injury (Complaint of Pain),Sideswipe,Other Object,No Pedestrian Involved,1,0,0.5
5480,37.7675044591,-122.428948567,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,0,3,1.5
5481,37.7988255818,-122.444887711,Injury (Complaint of Pain),Hit Object,Fixed Object,No Pedestrian Involved,1,0,0.5
5482,37.785685802,-122.421393308,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5483,37.7143150552,-122.413892694,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5484,37.7697082987,-122.398268559,Injury (Complaint of Pain),Sideswipe,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5485,37.7839289122,-122.45681322,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5486,37.779501626,-122.40243123,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,1,6,3.5
5487,37.750771087,-122.41610762,Injury (Other Visible),Broadside,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
5488,37.7476958532,-122.427045476,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,0,3,1.5
5489,37.7332232625,-122.391244494,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5490,37.7347068112,-122.471569341,Injury (Other Visible),Rear End,Bicycle,No Pedestrian Involved,2,0,1.0
5491,37.7454566587,-122.505958166,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,3,0,1.5
5492,37.769867698,-122.422364818,Injury (Other Visible),Broadside,Other Motor Vehicle,No Pedestrian Involved,6,0,3.0
5493,37.8064363651,-122.422196207,Injury (Complaint of Pain),Other,Parked Motor Vehicle,No Pedestrian Involved,1,0,0.5
